contacto;periodo;categoria;subcategoria;prestacion;tipo_prestacion;fecha_ingreso;hora_ingreso;domicilio_comuna;domicilio_barrio;domiclio_calle;domicilio_altura;domicilio_esquina_proxima;lat;lon;canal;genero;estado_del_contacto;fecha_cierre_contacto;domicilio_calle
00432844/21;202109;SALUD Y SERVICIOS SOCIALES;ENFERMEDADES TRANSMITIDAS POR MOSQUITOS;Criaderos de mosquitos;Reporte;2021-09-26 00:00:00;19:08:06;4.0;Boca;;150.0;;-34.63291037638;-58.3642196130635;App BA 147;Femenino;Abierto;;PALOS
00416608/21;202109;SALUD Y SERVICIOS SOCIALES;ENFERMEDADES TRANSMITIDAS POR MOSQUITOS;Criaderos de mosquitos;Reporte;2021-09-17 00:00:00;10:21:22;8.0;Villa Soldati;;3239.0;;-34.661223565954;-58.4450240461385;App BA 147;Masculino;Abierto;;FERNANDEZ DE LA CRUZ, F., GRAL. AV.
00442684/21;202110;SALUD Y SERVICIOS SOCIALES;ENFERMEDADES TRANSMITIDAS POR MOSQUITOS;Criaderos de mosquitos;Reporte;2021-10-01 00:00:00;15:10:57;9.0;Mataderos;;975.0;;-34.6467123417817;-58.4930045214496;Comuna;Femenino;Abierto;;ESCALADA AV.
00443294/21;202110;SALUD Y SERVICIOS SOCIALES;ENFERMEDADES TRANSMITIDAS POR MOSQUITOS;Criaderos de mosquitos;Reporte;2021-10-01 00:00:00;22:10:28;14.0;Palermo;;1925.0;;-34.5831596535512;-58.4333410837864;Boti;Femenino;Abierto;;HUMBOLDT
00442910/21;202110;SALUD Y SERVICIOS SOCIALES;ENFERMEDADES TRANSMITIDAS POR MOSQUITOS;Criaderos de mosquitos;Reporte;2021-10-01 00:00:00;17:16:14;5.0;Almagro;;3593.0;;-34.6004638670983;-58.4159433076769;GCS Web;Masculino;Abierto;;LAVALLE
00443048/21;202110;SALUD Y SERVICIOS SOCIALES;ENFERMEDADES TRANSMITIDAS POR MOSQUITOS;Criaderos de mosquitos;Reporte;2021-10-01 00:00:00;18:25:35;13.0;Colegiales;;1680.0;;-34.5819672124858;-58.4436334107938;App BA 147;Masculino;Abierto;;DORREGO
00445734/21;202110;SALUD Y SERVICIOS SOCIALES;ENFERMEDADES TRANSMITIDAS POR MOSQUITOS;Criaderos de mosquitos;Reporte;2021-10-04 00:00:00;08:19:27;14.0;Palermo;;3626.0;;-34.5663880093658;-58.4203908557382;GCS Web;Masculino;Abierto;;DORREGO AV.
00449158/21;202110;SALUD Y SERVICIOS SOCIALES;ENFERMEDADES TRANSMITIDAS POR MOSQUITOS;Criaderos de mosquitos;Reporte;2021-10-05 00:00:00;19:36:23;11.0;Villa Santa Rita;;3240.0;;-34.6101567377673;-58.4885258365287;Boti;Femenino;Abierto;;ALVAREZ JONTE AV.
00448754/21;202110;SALUD Y SERVICIOS SOCIALES;ENFERMEDADES TRANSMITIDAS POR MOSQUITOS;Criaderos de mosquitos;Reporte;2021-10-05 00:00:00;16:22:20;4.0;Nueva Pompeya;;2963.0;;-34.6504498258552;-58.4237108118208;GCS Web;Femenino;Abierto;;MANZI, HOMERO
00448122/21;202110;SALUD Y SERVICIOS SOCIALES;ENFERMEDADES TRANSMITIDAS POR MOSQUITOS;Criaderos de mosquitos;Reporte;2021-10-05 00:00:00;12:29:03;5.0;Boedo;;834.0;;-34.6218160715752;-58.4193101404679;App BA 147;Femenino;Abierto;;CASTRO BARROS
00449988/21;202110;SALUD Y SERVICIOS SOCIALES;ENFERMEDADES TRANSMITIDAS POR MOSQUITOS;Criaderos de mosquitos;Reporte;2021-10-06 00:00:00;11:05:01;15.0;Villa Crespo;;399.0;;-34.5964805618524;-58.4446944569332;Boti;Femenino;Abierto;;THAMES
00449541/21;202110;SALUD Y SERVICIOS SOCIALES;ENFERMEDADES TRANSMITIDAS POR MOSQUITOS;Criaderos de mosquitos;Reporte;2021-10-06 00:00:00;00:46:26;13.0;Belgrano;;7250.0;;-34.5473163078526;-58.4458523909247;App BA 147;Femenino;Abierto;;FIGUEROA ALCORTA, PRES. AV.
00449697/21;202110;SALUD Y SERVICIOS SOCIALES;ENFERMEDADES TRANSMITIDAS POR MOSQUITOS;Criaderos de mosquitos;Reporte;2021-10-06 00:00:00;08:06:01;15.0;Villa Crespo;;;THAMES;-34.5963768376156;-58.444649892139;Boti;Femenino;Abierto;;CAMARGO
00451951/21;202110;SALUD Y SERVICIOS SOCIALES;ENFERMEDADES TRANSMITIDAS POR MOSQUITOS;Criaderos de mosquitos;Reporte;2021-10-07 00:00:00;11:42:09;7.0;Flores;;345.0;;-34.6250966788103;-58.4613091088612;Boti;Femenino;Abierto;;GAVILAN
00451862/21;202110;SALUD Y SERVICIOS SOCIALES;ENFERMEDADES TRANSMITIDAS POR MOSQUITOS;Criaderos de mosquitos;Reporte;2021-10-07 00:00:00;10:59:35;8.0;Villa Soldati;;4351.0;;-34.6743772911531;-58.4556633349052;GCS Web;Femenino;Abierto;;BOULEVARD OLIMPICO ZUBIAU, JOSE BENJAMIN
00454268/21;202110;SALUD Y SERVICIOS SOCIALES;ENFERMEDADES TRANSMITIDAS POR MOSQUITOS;Criaderos de mosquitos;Reporte;2021-10-08 00:00:00;18:26:10;10.0;Floresta;;1634.0;;-34.6181798552537;-58.4909022073911;App BA 147;Masculino;Abierto;;GONZALEZ, JOAQUIN V.
00454317/21;202110;SALUD Y SERVICIOS SOCIALES;ENFERMEDADES TRANSMITIDAS POR MOSQUITOS;Criaderos de mosquitos;Reporte;2021-10-08 00:00:00;19:15:50;8.0;Villa Lugano;;6636.0;;-34.6801151959175;-58.4895881288838;App BA 147;Masculino;Abierto;;BERGANTIN GOLETA ESPORA
00458665/21;202110;SALUD Y SERVICIOS SOCIALES;ENFERMEDADES TRANSMITIDAS POR MOSQUITOS;Criaderos de mosquitos;Reporte;2021-10-12 00:00:00;14:45:27;8.0;Villa Soldati;;4442.0;;-34.67820349034;-58.4525058018357;Mail 147;Femenino;Abierto;;ESCALADA AV.
00458233/21;202110;SALUD Y SERVICIOS SOCIALES;ENFERMEDADES TRANSMITIDAS POR MOSQUITOS;Criaderos de mosquitos;Reporte;2021-10-12 00:00:00;12:12:13;12.0;Villa Urquiza;;5580.0;;-34.5798214821978;-58.4882717128568;Boti;Femenino;Abierto;;MENDOZA
00459248/21;202110;SALUD Y SERVICIOS SOCIALES;ENFERMEDADES TRANSMITIDAS POR MOSQUITOS;Criaderos de mosquitos;Reporte;2021-10-12 00:00:00;18:46:32;6.0;Caballito;;100.0;;-34.6196515044091;-58.429611157395;GCS Web;Femenino;Abierto;;GUAYAQUIL
00460198/21;202110;SALUD Y SERVICIOS SOCIALES;ENFERMEDADES TRANSMITIDAS POR MOSQUITOS;Criaderos de mosquitos;Reporte;2021-10-13 00:00:00;10:35:35;13.0;Belgrano;;2762.0;;-34.5596099318904;-58.4672788106436;GCS Web;Femenino;Abierto;;CONESA
00459930/21;202110;SALUD Y SERVICIOS SOCIALES;ENFERMEDADES TRANSMITIDAS POR MOSQUITOS;Criaderos de mosquitos;Reporte;2021-10-13 00:00:00;08:36:39;9.0;Liniers;;6222.0;;-34.6465429699906;-58.5136655438603;App BA 147;Masculino;Abierto;;PATRON
00463234/21;202110;SALUD Y SERVICIOS SOCIALES;ENFERMEDADES TRANSMITIDAS POR MOSQUITOS;Criaderos de mosquitos;Reporte;2021-10-14 00:00:00;16:53:11;12.0;Villa Urquiza;;2719.0;;-34.5736010554242;-58.4919892182247;GCS Web;Masculino;Abierto;;ANDONAEGUI
00462840/21;202110;SALUD Y SERVICIOS SOCIALES;ENFERMEDADES TRANSMITIDAS POR MOSQUITOS;Criaderos de mosquitos;Reporte;2021-10-14 00:00:00;14:21:36;13.0;Nuñez;;1788.0;;-34.5436384668699;-58.4637653067743;App BA 147;Femenino;Abierto;;PAROISSIEN
00462883/21;202110;SALUD Y SERVICIOS SOCIALES;ENFERMEDADES TRANSMITIDAS POR MOSQUITOS;Criaderos de mosquitos;Reporte;2021-10-14 00:00:00;14:36:24;11.0;Villa Del Parque;;2237.0;;-34.6113756712548;-58.4947810392777;App BA 147;Femenino;Abierto;;LAMARCA, EMILIO
00462763/21;202110;SALUD Y SERVICIOS SOCIALES;ENFERMEDADES TRANSMITIDAS POR MOSQUITOS;Criaderos de mosquitos;Reporte;2021-10-14 00:00:00;13:53:58;8.0;Villa Lugano;;6015.0;;-34.6894158106807;-58.464540901706;App BA 147;Masculino;Abierto;;BERON DE ASTRADA
00465725/21;202110;SALUD Y SERVICIOS SOCIALES;ENFERMEDADES TRANSMITIDAS POR MOSQUITOS;Criaderos de mosquitos;Reporte;2021-10-15 00:00:00;19:36:09;9.0;Mataderos;;6533.0;;-34.6544323889748;-58.5078179590006;GCS Web;Femenino;Abierto;;ARTIGAS MANUEL DE
00469158/21;202110;SALUD Y SERVICIOS SOCIALES;ENFERMEDADES TRANSMITIDAS POR MOSQUITOS;Criaderos de mosquitos;Reporte;2021-10-18 00:00:00;16:17:20;7.0;Flores;;751.0;;-34.6216002986893;-58.4662889265308;GCS Web;Femenino;Abierto;;FRAY CAYETANO RODRIGUEZ
00470996/21;202110;SALUD Y SERVICIOS SOCIALES;ENFERMEDADES TRANSMITIDAS POR MOSQUITOS;Criaderos de mosquitos;Reporte;2021-10-19 00:00:00;14:16:38;7.0;Flores;;146.0;;-34.629685649363;-58.459023430301;GCS Web;Femenino;Abierto;;BONORINO, ESTEBAN, CNEL. AV.
00471313/21;202110;SALUD Y SERVICIOS SOCIALES;ENFERMEDADES TRANSMITIDAS POR MOSQUITOS;Criaderos de mosquitos;Reporte;2021-10-19 00:00:00;16:04:59;2.0;Recoleta;;2995.0;;-34.5945422369157;-58.4088005887359;GCS Web;Femenino;Abierto;;MANSILLA, LUCIO NORBERTO, GENERAL
00471364/21;202110;SALUD Y SERVICIOS SOCIALES;ENFERMEDADES TRANSMITIDAS POR MOSQUITOS;Criaderos de mosquitos;Reporte;2021-10-19 00:00:00;16:27:28;13.0;Belgrano;;2149.0;;-34.5681484736177;-58.4681627252699;GCS Web;Masculino;Abierto;;MELIAN AV.
00470760/21;202110;SALUD Y SERVICIOS SOCIALES;ENFERMEDADES TRANSMITIDAS POR MOSQUITOS;Criaderos de mosquitos;Reporte;2021-10-19 00:00:00;12:39:01;5.0;Almagro;;338.0;;-34.6159889222705;-58.4215348751487;App BA 147;Femenino;Abierto;;YAPEYU
00470861/21;202110;SALUD Y SERVICIOS SOCIALES;ENFERMEDADES TRANSMITIDAS POR MOSQUITOS;Criaderos de mosquitos;Reporte;2021-10-19 00:00:00;13:21:14;10.0;Monte Castro;;5142.0;;-34.6240768224861;-58.507118147497;App BA 147;Masculino;Abierto;;MIRANDA
00472781/21;202110;SALUD Y SERVICIOS SOCIALES;ENFERMEDADES TRANSMITIDAS POR MOSQUITOS;Criaderos de mosquitos;Reporte;2021-10-20 00:00:00;11:32:35;7.0;Flores;;900.0;;-34.6223166842856;-58.4735071310435;Boti;Femenino;Abierto;;NAZCA AV.
00472878/21;202110;SALUD Y SERVICIOS SOCIALES;ENFERMEDADES TRANSMITIDAS POR MOSQUITOS;Criaderos de mosquitos;Reporte;2021-10-20 00:00:00;11:56:06;9.0;Liniers;;10.0;;-34.639592315289;-58.5128657033138;Boti;Femenino;Abierto;;POLA
00473680/21;202110;SALUD Y SERVICIOS SOCIALES;ENFERMEDADES TRANSMITIDAS POR MOSQUITOS;Criaderos de mosquitos;Reporte;2021-10-20 00:00:00;16:45:36;2.0;Recoleta;;1662.0;;-34.5912170054086;-58.3894323610759;GCS Web;Femenino;Abierto;;RODRIGUEZ PEÑA
00473626/21;202110;SALUD Y SERVICIOS SOCIALES;ENFERMEDADES TRANSMITIDAS POR MOSQUITOS;Criaderos de mosquitos;Reporte;2021-10-20 00:00:00;16:25:55;6.0;Caballito;;1259.0;;-34.6101468794744;-58.4559685886123;App BA 147;Masculino;Abierto;;FRAGATA PRES. SARMIENTO
00474362/21;202110;SALUD Y SERVICIOS SOCIALES;ENFERMEDADES TRANSMITIDAS POR MOSQUITOS;Criaderos de mosquitos;Reporte;2021-10-20 00:00:00;22:03:04;11.0;Villa Gral. Mitre;;1516.0;;-34.611167581836;-58.4651994896558;App BA 147;Femenino;Abierto;;MEDANOS
00472723/21;202110;SALUD Y SERVICIOS SOCIALES;ENFERMEDADES TRANSMITIDAS POR MOSQUITOS;Criaderos de mosquitos;Reporte;2021-10-20 00:00:00;11:17:28;15.0;Agronomia;;3055.0;;-34.595462682614;-58.4969912164873;App BA 147;Masculino;Abierto;;NAVARRO
00473441/21;202110;SALUD Y SERVICIOS SOCIALES;ENFERMEDADES TRANSMITIDAS POR MOSQUITOS;Criaderos de mosquitos;Reporte;2021-10-20 00:00:00;15:13:58;11.0;Villa Devoto;;4328.0;;-34.601038819542;-58.5166718870963;App BA 147;Femenino;Abierto;;PAREJA
00475862/21;202110;SALUD Y SERVICIOS SOCIALES;ENFERMEDADES TRANSMITIDAS POR MOSQUITOS;Criaderos de mosquitos;Reporte;2021-10-21 00:00:00;14:22:04;13.0;Belgrano;;2478.0;;-34.5624814029674;-58.4660410026262;GCS Web;Masculino;Abierto;;BALBIN, RICARDO, DR. AV.
00476600/21;202110;SALUD Y SERVICIOS SOCIALES;ENFERMEDADES TRANSMITIDAS POR MOSQUITOS;Criaderos de mosquitos;Reporte;2021-10-21 00:00:00;19:24:41;4.0;Parque Patricios;;492.0;;-34.6431757191913;-58.404386165191;GCS Web;Femenino;Abierto;;MONTEAGUDO
00476541/21;202110;SALUD Y SERVICIOS SOCIALES;ENFERMEDADES TRANSMITIDAS POR MOSQUITOS;Criaderos de mosquitos;Reporte;2021-10-21 00:00:00;18:57:02;4.0;Barracas;;3453.0;;-34.646175744599;-58.3976563412957;GCS Web;Masculino;Abierto;;SUAREZ
00476377/21;202110;SALUD Y SERVICIOS SOCIALES;ENFERMEDADES TRANSMITIDAS POR MOSQUITOS;Criaderos de mosquitos;Reporte;2021-10-21 00:00:00;17:35:28;13.0;Colegiales;;3436.0;;-34.5760773074979;-58.4598029924589;App BA 147;Masculino;Abierto;;ELCANO AV.
00476571/21;202110;SALUD Y SERVICIOS SOCIALES;ENFERMEDADES TRANSMITIDAS POR MOSQUITOS;Criaderos de mosquitos;Reporte;2021-10-21 00:00:00;19:12:10;15.0;Chacarita;;201.0;;-34.5904007770409;-58.4509783672137;App BA 147;Masculino;Abierto;;GUZMAN
00480677/21;202110;SALUD Y SERVICIOS SOCIALES;ENFERMEDADES TRANSMITIDAS POR MOSQUITOS;Criaderos de mosquitos;Reporte;2021-10-24 00:00:00;11:34:01;9.0;Parque Avellaneda;;4448.0;;-34.65956203208;-58.4751580335419;Boti;Masculino;Abierto;;ZUVIRIA
00480653/21;202110;SALUD Y SERVICIOS SOCIALES;ENFERMEDADES TRANSMITIDAS POR MOSQUITOS;Criaderos de mosquitos;Reporte;2021-10-24 00:00:00;11:10:23;7.0;Flores;;683.0;;-34.6378931717647;-58.4616917341332;App BA 147;Femenino;Abierto;;ARROTEA
00483570/21;202110;SALUD Y SERVICIOS SOCIALES;ENFERMEDADES TRANSMITIDAS POR MOSQUITOS;Criaderos de mosquitos;Reporte;2021-10-25 00:00:00;21:36:22;12.0;Saavedra;;3109.0;;-34.5429263279291;-58.4811574630993;App BA 147;Femenino;Abierto;;PICO
00487105/21;202110;SALUD Y SERVICIOS SOCIALES;ENFERMEDADES TRANSMITIDAS POR MOSQUITOS;Criaderos de mosquitos;Reporte;2021-10-27 00:00:00;14:04:18;11.0;Villa Del Parque;;2640.0;;-34.6048164695513;-58.4852919176573;App BA 147;Femenino;Abierto;;TERRADA
00488997/21;202110;SALUD Y SERVICIOS SOCIALES;ENFERMEDADES TRANSMITIDAS POR MOSQUITOS;Criaderos de mosquitos;Reporte;2021-10-28 00:00:00;11:00:57;14.0;Palermo;;1926.0;;-34.5907341821951;-58.4128895095043;GCS Web;Femenino;Abierto;;GUISE
00488693/21;202110;SALUD Y SERVICIOS SOCIALES;ENFERMEDADES TRANSMITIDAS POR MOSQUITOS;Criaderos de mosquitos;Reporte;2021-10-28 00:00:00;08:57:24;11.0;Villa Del Parque;;2952.0;;-34.5995172443092;-58.492088372284;App BA 147;Femenino;Abierto;;LOZANO, PEDRO
00490028/21;202110;SALUD Y SERVICIOS SOCIALES;ENFERMEDADES TRANSMITIDAS POR MOSQUITOS;Criaderos de mosquitos;Reporte;2021-10-28 00:00:00;18:14:45;4.0;Boca;;590.0;;-34.6338267696901;-58.3673258270978;App BA 147;Femenino;Abierto;;IRALA
00491068/21;202110;SALUD Y SERVICIOS SOCIALES;ENFERMEDADES TRANSMITIDAS POR MOSQUITOS;Criaderos de mosquitos;Reporte;2021-10-29 00:00:00;10:51:41;6.0;Caballito;;262.0;;-34.614862448095;-58.4367474898972;Boti;Femenino;Abierto;;AMBROSETTI, JUAN B.
00493550/21;202110;SALUD Y SERVICIOS SOCIALES;ENFERMEDADES TRANSMITIDAS POR MOSQUITOS;Criaderos de mosquitos;Reporte;2021-10-30 00:00:00;22:48:13;10.0;Monte Castro;;4902.0;;-34.6182334829104;-58.5090643073558;GCS Web;Femenino;Abierto;;MATURANA, JOSE DE
00495943/21;202111;SALUD Y SERVICIOS SOCIALES;ENFERMEDADES TRANSMITIDAS POR MOSQUITOS;CRIADEROS DE MOSQUITOS;Reporte;2021-11-01;15:54:09;10.0;Floresta;;3745.0;;-34.6355121017936;-58.478476611162;App BA 147;Femenino;Abierto;;RAFAELA
00499271/21;202111;SALUD Y SERVICIOS SOCIALES;ENFERMEDADES TRANSMITIDAS POR MOSQUITOS;CRIADEROS DE MOSQUITOS;Reporte;2021-11-03;10:11:33;15.0;Parque Chas;;3229.0;;-34.5905719781045;-58.4799850054031;GCS Web;Femenino;Abierto;;DE LOS CONSTITUYENTES AV.
00499386/21;202111;SALUD Y SERVICIOS SOCIALES;ENFERMEDADES TRANSMITIDAS POR MOSQUITOS;CRIADEROS DE MOSQUITOS;Reporte;2021-11-03;11:02:23;9.0;Liniers;;210.0;;-34.6410989337184;-58.5137942643549;App BA 147;Femenino;Abierto;;FONROUGE
00501841/21;202111;SALUD Y SERVICIOS SOCIALES;ENFERMEDADES TRANSMITIDAS POR MOSQUITOS;CRIADEROS DE MOSQUITOS;Reporte;2021-11-04;14:06:42;10.0;Velez Sarsfield;;863.0;;-34.6308435307276;-58.5027753813685;GCS Web;Femenino;Abierto;;LOPE DE VEGA AV.
00502805/21;202111;SALUD Y SERVICIOS SOCIALES;ENFERMEDADES TRANSMITIDAS POR MOSQUITOS;CRIADEROS DE MOSQUITOS;Reporte;2021-11-04;21:52:10;6.0;Caballito;;326.0;;-34.62162044200939;-58.4349725738223;Boti;Femenino;Abierto;;MORENO, JOSE MARIA AV.
00501857/21;202111;SALUD Y SERVICIOS SOCIALES;ENFERMEDADES TRANSMITIDAS POR MOSQUITOS;CRIADEROS DE MOSQUITOS;Reporte;2021-11-04;14:13:14;10.0;Velez Sarsfield;;5013.0;;-34.6287613001107;-58.50324143377029;GCS Web;Femenino;Abierto;;MAGARIÑOS CERVANTES, A.
00507435/21;202111;SALUD Y SERVICIOS SOCIALES;ENFERMEDADES TRANSMITIDAS POR MOSQUITOS;CRIADEROS DE MOSQUITOS;Reporte;2021-11-08;08:35:54;10.0;Velez Sarsfield;;4787.0;;-34.6249824494695;-58.50030286807009;App BA 147;Femenino;Abierto;;CAMARONES
00507647/21;202111;SALUD Y SERVICIOS SOCIALES;ENFERMEDADES TRANSMITIDAS POR MOSQUITOS;CRIADEROS DE MOSQUITOS;Reporte;2021-11-08;09:59:59;1.0;Constitucion;;1300.0;;-34.62239606473911;-58.3843123002251;Operador GCBA;Femenino;Abierto;;SAN JUAN AV.
00513223/21;202111;SALUD Y SERVICIOS SOCIALES;ENFERMEDADES TRANSMITIDAS POR MOSQUITOS;CRIADEROS DE MOSQUITOS;Reporte;2021-11-10;17:15:05;15.0;Chacarita;;1564.0;;-34.5884986386565;-58.4447893911023;App BA 147;Masculino;Abierto;;AGUIRRE
00518083/21;202111;SALUD Y SERVICIOS SOCIALES;ENFERMEDADES TRANSMITIDAS POR MOSQUITOS;CRIADEROS DE MOSQUITOS;Reporte;2021-11-13;08:59:03;13.0;Belgrano;;1625.0;;-34.5677609484159;-58.45586131021999;App BA 147;Masculino;Abierto;;MOLDES
00519457/21;202111;SALUD Y SERVICIOS SOCIALES;ENFERMEDADES TRANSMITIDAS POR MOSQUITOS;CRIADEROS DE MOSQUITOS;Reporte;2021-11-14;14:51:04;13.0;Belgrano;;1775.0;;-34.5584731709675;-58.45080065967171;App BA 147;Masculino;Abierto;;JURAMENTO AV.
00524259/21;202111;SALUD Y SERVICIOS SOCIALES;ENFERMEDADES TRANSMITIDAS POR MOSQUITOS;CRIADEROS DE MOSQUITOS;Reporte;2021-11-16;21:35:45;15.0;Agronomia;;4341.0;;-34.5984223721172;-58.48172717767571;App BA 147;Femenino;Abierto;;SAN MARTIN AV.
00525260/21;202111;SALUD Y SERVICIOS SOCIALES;ENFERMEDADES TRANSMITIDAS POR MOSQUITOS;CRIADEROS DE MOSQUITOS;Reporte;2021-11-17;11:43:13;15.0;Agronomia;;3683.0;;-34.5953614255487;-58.4980028854139;App BA 147;Masculino;Abierto;;HELGUERA
00525370/21;202111;SALUD Y SERVICIOS SOCIALES;ENFERMEDADES TRANSMITIDAS POR MOSQUITOS;CRIADEROS DE MOSQUITOS;Reporte;2021-11-17;12:23:00;14.0;Palermo;;6062.0;;-34.57722007681669;-58.4372967659444;Boti;Masculino;Abierto;;SOLER
00524725/21;202111;SALUD Y SERVICIOS SOCIALES;ENFERMEDADES TRANSMITIDAS POR MOSQUITOS;CRIADEROS DE MOSQUITOS;Reporte;2021-11-17;08:05:17;14.0;Palermo;;4501.0;;-34.5890957292901;-58.4255396783025;App BA 147;Femenino;Abierto;;COSTA RICA
00525602/21;202111;SALUD Y SERVICIOS SOCIALES;ENFERMEDADES TRANSMITIDAS POR MOSQUITOS;CRIADEROS DE MOSQUITOS;Reporte;2021-11-17;13:56:44;1.0;Monserrat;;131.0;;-34.6123699138321;-58.3687919329754;Boti;Masculino;Abierto;;BELGRANO AV.
00527265/21;202111;SALUD Y SERVICIOS SOCIALES;ENFERMEDADES TRANSMITIDAS POR MOSQUITOS;CRIADEROS DE MOSQUITOS;Reporte;2021-11-18;09:30:23;14.0;Palermo;;3591.0;;-34.5835487923665;-58.4132060183274;GCS Web;Masculino;Abierto;;JUNCAL
00528237/21;202111;SALUD Y SERVICIOS SOCIALES;ENFERMEDADES TRANSMITIDAS POR MOSQUITOS;INFORMACIÓN SOBRE ENFERMEDADES TRANSMITIDAS POR MOSQUITOS;Solicitud;2021-11-18;16:19:23;4.0;Barracas;;169.0;;-34.6310469460536;-58.3767697343084;GCS Web;Masculino;Abierto;;MONTES DE OCA, MANUEL AV.
00533506/21;202111;SALUD Y SERVICIOS SOCIALES;ENFERMEDADES TRANSMITIDAS POR MOSQUITOS;CRIADEROS DE MOSQUITOS;Reporte;2021-11-22;23:28:42;8.0;Villa Soldati;;2701.0;;-34.6600605277345;-58.4354460921455;GCS Web;Femenino;Abierto;;PIZARRO, FRANCISCO
00535455/21;202111;SALUD Y SERVICIOS SOCIALES;ENFERMEDADES TRANSMITIDAS POR MOSQUITOS;CRIADEROS DE MOSQUITOS;Reporte;2021-11-23;20:24:03;3.0;Balvanera;;3100.0;;-34.6153138577099;-58.4095596764432;Boti;Femenino;Abierto;;BELGRANO AV.
00533869/21;202111;SALUD Y SERVICIOS SOCIALES;ENFERMEDADES TRANSMITIDAS POR MOSQUITOS;CRIADEROS DE MOSQUITOS;Reporte;2021-11-23;09:59:24;15.0;Parque Chas;;2697.0;;-34.5843721227008;-58.47751890681911;GCS Web;Femenino;Abierto;;DEL TEMPLE
00534134/21;202111;SALUD Y SERVICIOS SOCIALES;ENFERMEDADES TRANSMITIDAS POR MOSQUITOS;CRIADEROS DE MOSQUITOS;Reporte;2021-11-23;11:25:16;1.0;Retiro;;1535.0;;-34.5901387478479;-58.3812214262722;Operador FIXIT;Masculino;Abierto;;PELLEGRINI, CARLOS
00542048/21;202111;SALUD Y SERVICIOS SOCIALES;ENFERMEDADES TRANSMITIDAS POR MOSQUITOS;CRIADEROS DE MOSQUITOS;Reporte;2021-11-26;23:15:35;13.0;Colegiales;;2984.0;;-34.5747481730484;-58.4502274219244;Boti;Femenino;Abierto;;PALPA
00541404/21;202111;SALUD Y SERVICIOS SOCIALES;ENFERMEDADES TRANSMITIDAS POR MOSQUITOS;CRIADEROS DE MOSQUITOS;Reporte;2021-11-26;15:56:09;12.0;Saavedra;;3039.0;;-34.54348637672589;-58.47993000052179;GCS Web;Masculino;Abierto;;DEHEZA
00546982/21;202111;SALUD Y SERVICIOS SOCIALES;ENFERMEDADES TRANSMITIDAS POR MOSQUITOS;CRIADEROS DE MOSQUITOS;Reporte;2021-11-30;11:34:34;13.0;Belgrano;;2249.0;;-34.5617457961936;-58.4597147211653;App BA 147;Femenino;Abierto;;AMENABAR
00546859/21;202111;SALUD Y SERVICIOS SOCIALES;ENFERMEDADES TRANSMITIDAS POR MOSQUITOS;CRIADEROS DE MOSQUITOS;Reporte;2021-11-30;10:49:52;4.0;Parque Patricios;;3634.0;;-34.6464400083179;-58.40068034443971;App BA 147;Femenino;Abierto;;SUAREZ
00549091/21;202112;SALUD Y SERVICIOS SOCIALES;ENFERMEDADES TRANSMITIDAS POR MOSQUITOS;Criaderos de mosquitos;Reporte;2021-12-01;11:30:53;13.0;Belgrano;;2256.0;;-34.5611469726159;-58.4589908507903;App BA 147;Femenino;Abierto;;CIUDAD DE LA PAZ
00552435/21;202112;SALUD Y SERVICIOS SOCIALES;ENFERMEDADES TRANSMITIDAS POR MOSQUITOS;Criaderos de mosquitos;Reporte;2021-12-02;21:05:36;13.0;Belgrano;;1795.0;;-34.562774140479;-58.44602588013429;App BA 147;Femenino;Abierto;;PINO, VIRREY DEL
00556592/21;202112;SALUD Y SERVICIOS SOCIALES;ENFERMEDADES TRANSMITIDAS POR MOSQUITOS;Criaderos de mosquitos;Reporte;2021-12-05;22:34:40;5.0;Almagro;;635.0;;-34.6041549164335;-58.418093225244895;App BA 147;Masculino;Abierto;;BULNES
00564379/21;202112;SALUD Y SERVICIOS SOCIALES;ENFERMEDADES TRANSMITIDAS POR MOSQUITOS;Criaderos de mosquitos;Reporte;2021-12-09;21:48:04;7.0;Flores;;2784.0;;-34.6448360291326;-58.4563721624998;GCS Web;Masculino;Abierto;;ALVAREZ, CRISOSTOMO
00561479/21;202112;SALUD Y SERVICIOS SOCIALES;ENFERMEDADES TRANSMITIDAS POR MOSQUITOS;Criaderos de mosquitos;Reporte;2021-12-08;12:55:06;11.0;Villa Devoto;;3633.0;;-34.5932083700562;-58.5114085707536;App BA 147;Femenino;Abierto;;MISTRAL, GABRIELA
00561549/21;202112;SALUD Y SERVICIOS SOCIALES;ENFERMEDADES TRANSMITIDAS POR MOSQUITOS;Criaderos de mosquitos;Reporte;2021-12-08;13:44:19;8.0;Villa Soldati;;3507.0;;-34.663699207778805;-58.4469500296863;Boti;Masculino;Abierto;;VALPARAISO
00567011/21;202112;SALUD Y SERVICIOS SOCIALES;ENFERMEDADES TRANSMITIDAS POR MOSQUITOS;Criaderos de mosquitos;Reporte;2021-12-11;14:27:59;8.0;Villa Riachuelo;;5148.0;;-34.6895649699543;-58.47430605923039;App BA 147;Femenino;Abierto;;GUAMINI
00568842/21;202112;SALUD Y SERVICIOS SOCIALES;ENFERMEDADES TRANSMITIDAS POR MOSQUITOS;Criaderos de mosquitos;Reporte;2021-12-13;07:42:33;10.0;Monte Castro;;4639.0;;-34.619552501145805;-58.50377934204271;App BA 147;Femenino;Abierto;;ALBANIA
